razao,endereco,bairro,venda,data,combustivel,cidade,ix_semana
POSTO LUIZA LTDA,"RODOVIA BR-040, 318 KM 522 E KM 318",Morada Nova,4.566,2020-06-02,gasolina,Contagem,1077
CENTRO AUTOMOTIVO DEL-REY LTDA,"AVENIDA SEVERINO BALLESTEROS RODRIGUES, 900",Ressaca,4.567,2020-06-02,gasolina,Contagem,1077
POSTO SUPREMO LTDA,"AVENIDA PRINCESA IZABEL, 320",Parque Recreio,4.5680000000000005,2020-06-02,gasolina,Contagem,1077
POSTO AGUA BRANCA DERIVADOS DE PETROLEO LTDA - ME,"RUA HIBISCO, 65",Chacara Boa Vista,4.574,2020-06-02,gasolina,Contagem,1077
POSTO DO BETO LTDA,"AVENIDA DAS AMERICAS, 894",Kenedy,4.579,2020-06-02,gasolina,Contagem,1077
LB COMERCIO DE PETROLEO EIRELI,"RODOVIA BR-040, SN KM 08",Morada Nova,4.598,2020-06-02,gasolina,Contagem,1077
EMPREENDIMENTOS BRITO LIMA LTDA,"RODOVIA BR 040 KM 688, S/Nº CEASA",Guanabara,4.599,2020-06-02,gasolina,Contagem,1077
POSTO LOURA EMPREENDIMENTOS LTDA,"AVENIDA JOAO SOARES, 1024",Parque Xangri La,4.599,2020-06-02,gasolina,Contagem,1077
RODRIGUES SILVA DERIVADOS DE PETRÓLEO LTDA,"RUA SANTA MARIA, 43",Pedra Azul,4.599,2020-06-02,gasolina,Contagem,1077
POSTO JC LTDA - EPP,"AV. PRINCESA ISABEL, 682",Parque Recreio,4.6389999999999985,2020-06-02,gasolina,Contagem,1077
WJE COMBUSTIVEIS LTDA,"RODOVIA BR-040, S/N KM 526.7",Vila Paris,4.655,2020-06-02,gasolina,Contagem,1077
CARVALHO ENGENHARIA LTDA,"AVENIDA CEMIG, 500",Nacional,4.657,2020-06-02,gasolina,Contagem,1077
CARVALHO ENGENHARIA LTDA,"AVENIDA SEVERINO BALLESTEROS RODRIGUES, 1111",Fazenda do Confisco,4.657,2020-06-02,gasolina,Contagem,1077
EMPREENDIMENTOS BRITO LIMA LTDA,"AVENIDA SEVERINO BALLESTEIROS, 256 CEASA",Guanabara,4.799,2020-06-02,gasolina,Contagem,1077
MERCANTIL LAGUNA LTDA,"AVENIDA FERNAO DIAS, 603",Jardim Laguna,4.949,2020-06-02,gasolina,Contagem,1077
POSTO FELIPE LTDA,"RUA RODRIGUES DA CUNHA, 611",Balneário da Ressaca,4.999,2020-06-02,gasolina,Contagem,1077
FARIA REVENDEDORA DE COMBUSTIVEIS LTDA,"AVENIDA HELENA DE VASCONCELOS COSTA, 4514",Bitacula e Perobas,4.565,2020-02-13,gasolina,Contagem,1078
POSTO PICA PAU LTDA,"AVENIDA HELENA VASCONCELO COSTA, 4447",Bitaculas Perobas,4.565,2020-02-13,gasolina,Contagem,1078
POSTO VILA PICA PAU LTDA,"VIA EXPRESSA DE CONTAGEM, 6900",Bernardo Monteiro,4.565,2020-02-13,gasolina,Contagem,1078
POSTO ZEPPE GRAND PRIX LTDA,"VIA EXPRESSA, 3.100",Bitacula e Perobas,4.565,2020-02-13,gasolina,Contagem,1078
AUTO POSTO SANTOS RIOS S.R. LTDA - ME,"VIA EXPRESSA DE CONTAGEM, 2835",Perobas,4.565,2020-02-13,gasolina,Contagem,1078
METRO COMERCIO DE DERIVADOS DE PETROLEO LTDA,"VIA EXPRESSA, 223",Agua Branca,4.565,2020-02-13,gasolina,Contagem,1078
PIO XII COMBUSTIVEIS LTDA,"AVENIDA PIO XII, 45",Agua Branca,4.565,2020-02-13,gasolina,Contagem,1078
BERNARDO MONTEIRO COMBUSTIVEIS LTDA,"RUA SANTA EDWIGES, 21",Santa Terezinha,4.565,2020-02-13,gasolina,Contagem,1078
POSTO ZEPPE OASIS LTDA,"VIA EXPRESSA, 2600",Cinco/perobas,4.565,2020-02-13,gasolina,Contagem,1078
POSTO ALAMO LTDA,"VIA EXPRESSA DE CONTAGEM, 12.165",Petrolandia,4.565,2020-02-13,gasolina,Contagem,1078
ITAPORE COMERCIO DE COMBUSTIVEIS LTDA.,"VIA EXPRESSA DE CONTAGEM, 1665",Agua Branca,4.565,2020-02-13,gasolina,Contagem,1078
POSTO NORTE SUL LTDA,"AVENIDA OLIMPIO GARCIA, 1100",Cid Jd Eldorado,4.575,2020-02-13,gasolina,Contagem,1078
REDE SANTANA COMBUSTIVEIS CONTAGEM LTDA,"AVENIDA FRANCISCO FIRMO MATTOS, 2020",Cidade Jd. Eldorado,4.575,2020-02-13,gasolina,Contagem,1078
NORTESUL POSTOS E SERVIÇOS LTDA,"AVENIDA HELENA DE VASCONCELOS COSTA, 1240",Fazendas das Perobas,4.595,2020-02-13,gasolina,Contagem,1078
NORTESUL POSTOS E SERVIÇOS LTDA,"AVENIDA HELENA DE VASCONCELOS COSTA, 1235",Fazenda das Perobas,4.595,2020-02-13,gasolina,Contagem,1078
POSTO TELEFÉRICO LTDA.,"AVENIDA TELEFERICO, 825",Conjunto Habitacional Vereador Jose Custodio,4.599,2020-02-13,gasolina,Contagem,1078
EMPREENDIMENTOS BRITO LIMA LTDA,"AVENIDA SEVERINO BALLESTEIROS, 256 CEASA",Guanabara,4.749,2020-02-13,gasolina,Contagem,1078
POSTO QUATRO RODAS LTDA,"AVENIDA TITO FULGENCIO, 950",Jardim Industrial,4.475,2020-02-20,gasolina,Contagem,1079
POSTO VILA GAROTO LTDA,"AVENIDA JUSCELINO KUBSTCHEK, 651",Industrial,4.538,2020-02-20,gasolina,Contagem,1079
POSTO NOVA CONTAGEM LTDA,"RUA TIRADENTES, 1941",Industrial Santa Rita,4.539,2020-02-20,gasolina,Contagem,1079
POSTO VILA MARIA DIAS LTDA,"AVENIDA BABITA CAMARGOS, 1330",Cidade Industrial,4.539,2020-02-20,gasolina,Contagem,1079
POSTO VIDAGO LTDA,"RUA TIRADENTES, 1530",Industrial,4.539,2020-02-20,gasolina,Contagem,1079
MILLENIUM COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,"RUA TOMAZ DE ANDRADE, 85",Distrito Industrial,4.539,2020-02-20,gasolina,Contagem,1079
POSTO PETROLINA EIRELI,"RODOVIA BR-381, S/N KM 0900",Inconfidentes,4.547,2020-02-20,gasolina,Contagem,1079
POSTO TROVAO LTDA,"AVENIDA TITO FULGENCIO, 1189",Jardim Industrial,4.567,2020-02-20,gasolina,Contagem,1079
CCA COMERCIAL DE COMBUSTIVEIS AUTOMOTIVOS LTDA,"AVENIDA CORONEL JOVE SOARES NOGUEIRA, 300",Inconfidentes,4.577,2020-02-20,gasolina,Contagem,1079
GLAMA COMBUSTIVEIS & NEGOCIOS LTDA,"AVENIDA ALVARENGA PEIXOTO, 75",Inconfidentes,4.577,2020-02-20,gasolina,Contagem,1079
WMS SUPERMERCADOS DO BRASIL LTDA.,"AVENIDA GENERAL DAVID SARNOFF, 5350 ANEXO: SUPERCENTER;",Cidade Industrial,4.579,2020-02-20,gasolina,Contagem,1079
POSTO JARDIM INDUSTRIAL LTDA,"AVENIDA TITO FULGENCIO, 401",Jardim Industrial,4.597,2020-02-20,gasolina,Contagem,1079
POSTO OLEGARIO MACIEL LTDA,"AVENIDA CORONEL BENJAMIM GUIMARAES, 2288",Distrito Industrial,4.599,2020-02-20,gasolina,Contagem,1079
POSTO DE COMBUSTIVEL VIA LTDA,"AVENIDA TEREZA CRISTINA, 2796",Jardim Industrial,4.599,2020-02-20,gasolina,Contagem,1079
POSTO OKLAHOMA LTDA,"RUA TIRADENTES, 1904",Industrial Sta Rita,4.629,2020-02-20,gasolina,Contagem,1079
POSTO TEREZA CRISTINA LTDA,"RUA HUM, 34",Jardim Emaus,4.6389999999999985,2020-02-20,gasolina,Contagem,1079
POSTO PAULISTA LTDA,"RODOVIA BR 381, 3300 KM 0600",Inconfidentes,4.646,2020-02-20,gasolina,Contagem,1079
POSTO LOURA EMPREENDIMENTOS LTDA,"AVENIDA JOAO SOARES, 1024",Parque Xangri La,4.496,2020-02-28,gasolina,Contagem,1080
POSTO FAISCA LTDA.,"AVENIDA JOAO SOARES, 564",Xangri-la,4.496,2020-02-28,gasolina,Contagem,1080
POSTO DO BETO LTDA,"AVENIDA DAS AMERICAS, 894",Kenedy,4.499,2020-02-28,gasolina,Contagem,1080
POSTO JC LTDA - EPP,"AV. PRINCESA ISABEL, 682",Parque Recreio,4.525,2020-02-28,gasolina,Contagem,1080
RODRIGUES SILVA DERIVADOS DE PETRÓLEO LTDA,"RUA SANTA MARIA, 43",Pedra Azul,4.5280000000000005,2020-02-28,gasolina,Contagem,1080
POSTO AGUA BRANCA DERIVADOS DE PETROLEO LTDA - ME,"RUA HIBISCO, 65",Chacara Boa Vista,4.534,2020-02-28,gasolina,Contagem,1080
POSTO BALNEARIO LTDA,"AVENIDA ABILIO MACHADO, 4519",Vila Perola,4.545,2020-02-28,gasolina,Contagem,1080
CARVALHO ENGENHARIA LTDA,"AVENIDA CEMIG, 500",Nacional,4.546,2020-02-28,gasolina,Contagem,1080
POSTO SUPREMO LTDA,"AVENIDA PRINCESA IZABEL, 320",Parque Recreio,4.548,2020-02-28,gasolina,Contagem,1080
CENTRO AUTOMOTIVO DEL-REY LTDA,"AVENIDA SEVERINO BALLESTEROS RODRIGUES, 900",Ressaca,4.548,2020-02-28,gasolina,Contagem,1080
POSTO LUIZA LTDA,"RODOVIA BR-040, 318 KM 522 E KM 318",Morada Nova,4.566,2020-02-28,gasolina,Contagem,1080
CARVALHO ENGENHARIA LTDA,"AVENIDA SEVERINO BALLESTEROS RODRIGUES, 1111",Fazenda do Confisco,4.597,2020-02-28,gasolina,Contagem,1080
LB COMERCIO DE PETROLEO EIRELI,"RODOVIA BR-040, SN KM 08",Morada Nova,4.598,2020-02-28,gasolina,Contagem,1080
WJE COMBUSTIVEIS LTDA,"RODOVIA BR-040, S/N KM 526.7",Vila Paris,4.599,2020-02-28,gasolina,Contagem,1080
EMPREENDIMENTOS BRITO LIMA LTDA,"AVENIDA SEVERINO BALLESTEROS, 256",Guanabara,4.749,2020-02-28,gasolina,Contagem,1080
MERCANTIL LAGUNA LTDA,"AVENIDA FERNAO DIAS, 603",Jardim Laguna,4.899,2020-02-28,gasolina,Contagem,1080
POSTO FELIPE LTDA,"RUA RODRIGUES DA CUNHA, 611",Balneário da Ressaca,4.999,2020-02-28,gasolina,Contagem,1080
POSTO JC LTDA - EPP,"AV. PRINCESA ISABEL, 682",Parque Recreio,4.525,2020-05-03,gasolina,Contagem,1081
POSTO BALNEARIO LTDA,"AVENIDA ABILIO MACHADO, 4519",Vila Perola,4.545,2020-05-03,gasolina,Contagem,1081
NORTESUL POSTOS E SERVIÇOS LTDA,"AVENIDA HELENA DE VASCONCELOS COSTA, 1240",Fazendas das Perobas,4.545,2020-05-03,gasolina,Contagem,1081
CENTRO AUTOMOTIVO DEL-REY LTDA,"AVENIDA SEVERINO BALLESTEROS RODRIGUES, 900",Ressaca,4.547,2020-05-03,gasolina,Contagem,1081
POSTO SUPREMO LTDA,"AVENIDA PRINCESA IZABEL, 320",Parque Recreio,4.548,2020-05-03,gasolina,Contagem,1081
POSTO VILA PICA PAU LTDA,"VIA EXPRESSA DE CONTAGEM, 6900",Bernardo Monteiro,4.565,2020-05-03,gasolina,Contagem,1081
POSTO ALAMO LTDA,"VIA EXPRESSA DE CONTAGEM, 12.165",Petrolandia,4.565,2020-05-03,gasolina,Contagem,1081
EXPRESSA COMERCIO DE DERIVADOS DE PETROLEO LTDA,"RUA JOAQUIM CAMARGOS, 195",Agua Branca,4.565,2020-05-03,gasolina,Contagem,1081
BERNARDO MONTEIRO COMBUSTIVEIS LTDA,"RUA SANTA EDWIGES, 21",Santa Terezinha,4.565,2020-05-03,gasolina,Contagem,1081
PIO XII COMBUSTIVEIS LTDA,"AVENIDA PIO XII, 45",Agua Branca,4.565,2020-05-03,gasolina,Contagem,1081
POSTO PICA PAU LTDA,"AVENIDA HELENA VASCONCELO COSTA, 4447",Bitaculas Perobas,4.565,2020-05-03,gasolina,Contagem,1081
AUTO POSTO SANTOS RIOS S.R. LTDA - ME,"VIA EXPRESSA DE CONTAGEM, 2835",Perobas,4.569,2020-05-03,gasolina,Contagem,1081
METRO COMERCIO DE DERIVADOS DE PETROLEO LTDA,"VIA EXPRESSA, 223",Agua Branca,4.569,2020-05-03,gasolina,Contagem,1081
FARIA REVENDEDORA DE COMBUSTIVEIS LTDA,"AVENIDA HELENA DE VASCONCELOS COSTA, 4514",Bitacula e Perobas,4.57,2020-05-03,gasolina,Contagem,1081
NORTESUL POSTOS E SERVIÇOS LTDA,"AVENIDA HELENA DE VASCONCELOS COSTA, 1235",Fazenda das Perobas,4.595,2020-05-03,gasolina,Contagem,1081
POSTO TELEFÉRICO LTDA.,"AVENIDA TELEFERICO, 825",Conjunto Habitacional Vereador Jose Custodio,4.599,2020-05-03,gasolina,Contagem,1081
EMPREENDIMENTOS BRITO LIMA LTDA,"AVENIDA SEVERINO BALLESTEROS, 256",Guanabara,4.749,2020-05-03,gasolina,Contagem,1081
POSTO ODEON LTDA,"AVENIDA DO CONTORNO, 1550",Floresta,4.498,2019-12-30,gasolina,Belo Horizonte,1072
POSTO NIGHT AND DAY LTDA,"AVENIDA BARÃO HOMEM DE MELO, 400",Jardim América,4.595,2019-12-30,gasolina,Belo Horizonte,1072
COMERCIAL RACOL LTDA,"AVENIDA BRIGADEIRO EDUARDO GOMES, 1980",Gloria,4.597,2020-02-01,gasolina,Belo Horizonte,1072
POSTO SAO JOAO COMB E LUBR LTDA,"RUA DESEMBARGADOR BARCELOS, 196",Calafate,4.655,2019-12-30,gasolina,Belo Horizonte,1072
AUTO POSTO XANATAM LTDA,"RODOVIA RODOVIA MG 5, 765",Goiania,4.658,2020-02-01,gasolina,Belo Horizonte,1072
AUTO POSTO INHUMAS LTDA,"RUA DAS CLARINETAS, 23",Conjunto California,4.659,2020-02-01,gasolina,Belo Horizonte,1072
PANORAMA COMERCIO DE COMBUSTIVEIS LTDA - ME,"RODOVIA BR 040, 1000 KM 1",Califórnia,4.659,2020-02-01,gasolina,Belo Horizonte,1072
SAO FRANCISCO PARTICIPACOES TRANSPORTES E SERVICOS LTDA,"RUA MAJOR DELFINO DE PAULA, 2745",Sao Francisco,4.6789999999999985,2020-02-01,gasolina,Belo Horizonte,1072
POSTO ABASTECA AQUI ANEL LTDA - EPP,"RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 15600",Caicaras,4.695,2020-02-01,gasolina,Belo Horizonte,1072
POSTO BARAO DE MELO LTDA,"AVENIDA BARAO HOMEM DE MELO, 827",Nova Granada,4.695,2019-12-30,gasolina,Belo Horizonte,1072
POSTO TIGRE LTDA,"AVENIDA BRASIL, 401",Funcionários,4.695,2019-12-30,gasolina,Belo Horizonte,1072
POSTO BALUARTE LTDA,"BR. 262 - KM 24,5, S/N KM 24,5",Maria Goreti,4.695,2020-02-01,gasolina,Belo Horizonte,1072
AUTO POSTO MAQUINE LTDA,"RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 3605",Vila Bernadeti (barreiro),4.697,2019-12-30,gasolina,Belo Horizonte,1072
POSTO BATISTAO LIMITADA,"RUA DESEMBARGADOR REIS ALVES, 880",B. das Industrias,4.698,2019-12-30,gasolina,Belo Horizonte,1072
POSTO BRUNA LTDA.,"RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 11333",Dom Bosco,4.699,2020-02-01,gasolina,Belo Horizonte,1072
COMERCIO DE COMBUSTIVEIS ALEX LTDA,"RUA GONCALVES DIAS, 520",Funcionarios,4.699,2019-12-30,gasolina,Belo Horizonte,1072
POSTO ASSIS LTDA,"RODOVIA BR 262, S/N KM 26",Dom Silverio,4.699,2020-02-01,gasolina,Belo Horizonte,1072
POSTO ARAPONGA LTDA,"AVENIDA BRASIL, 909",Santa Efigenia,4.699,2019-12-30,gasolina,Belo Horizonte,1072
POSTO CARIJO LTDA,"RODOVIA BR 262, S/N KM 04",Engenho Nogueira,4.699,2020-02-01,gasolina,Belo Horizonte,1072
POSTO ESTEVES LTDA,"RODOVIA MG-5, 750 LETRA: A;",Ipe,4.699,2020-02-01,gasolina,Belo Horizonte,1072
AUTO POSTO VERONA EIRELI,"RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 23759",Dom Silverio,4.728,2020-02-01,gasolina,Belo Horizonte,1072
POSTO CURIANGO LTDA.,"RODOVIA BR 262, S/N KM 07",Gorduras,4.739,2020-02-01,gasolina,Belo Horizonte,1072
BARRABELA AUTO POSTO LTDA.,"RODOVIA BR 356, S/N KM 7,5",Olhos D'agua,4.798,2019-12-30,gasolina,Belo Horizonte,1072
POSTO BOM BOM LTDA,"AVENIDA CONTORNO, 2694",Santa Efigenia,4.799,2019-12-30,gasolina,Belo Horizonte,1072
POSTO TOCANTINS LTDA,"AVENIDA DO CONTORNO, 1955",Floresta,4.848,2019-12-30,gasolina,Belo Horizonte,1072
POSTO MANGABEIRAS LTDA,"RUA AFONSO PENA, 4321",Mangabeiras,4.849,2019-12-30,gasolina,Belo Horizonte,1072
W. R. SIMONE COMERCIAL LTDA.,"AVENIDA BARÃO HOMEM DE MELO, 3000",Estoril,4.855,2019-12-30,gasolina,Belo Horizonte,1072
POSTO VICA LTDA,"AVENIDA RAJA GABAGLIA, 5001",Santa Lucia,4.857,2019-12-30,gasolina,Belo Horizonte,1072
POSTO AEL SAO JOSE LTDA,"RUA RIO GRANDE DO NORTE, 1204",Funcionarios,4.857,2019-12-30,gasolina,Belo Horizonte,1072
POSTO SANTA LUCIA LTDA,"RODOVIA BR-356, 520",Sion,4.857,2019-12-30,gasolina,Belo Horizonte,1072
POSTO HUGO WERNECK LTDA,"AVENIDA NOSSA SENHORA DO CARMO, 1925",Carmo Sion,4.857,2019-12-30,gasolina,Belo Horizonte,1072
POSTO MAURITANIA LTDA,"RUA DO URUGUAI, 86",Sion,4.857,2019-12-30,gasolina,Belo Horizonte,1072
MM - COMERCIO DE DERIVADOS DE PETROLEO LTDA,"RUA GRAO MOGOL, 953-A",Sion,4.857,2019-12-30,gasolina,Belo Horizonte,1072
POSTO PONTE NOVA LTDA,"AVENIDA NOSSA SENHORA DO CARMO, 450",Carmo,4.8580000000000005,2019-12-30,gasolina,Belo Horizonte,1072
POSTO OURO FINO LIMITADA,"RUA PIUM I, 260",Cruzeiro,4.869,2019-12-30,gasolina,Belo Horizonte,1072
POSTO CHICAGO LTDA.,"RUA DO URUGUAI, 835",Sion,4.897,2019-12-30,gasolina,Belo Horizonte,1072
POSTO GRAJAU LTDA,"AVENIDA NOSSA SENHORA DO CARMO, 756",Sao Pedro,4.899,2019-12-30,gasolina,Belo Horizonte,1072
BEL POSTO LTDA,"RUA DAS PRINCESAS, 367",Jardinopolis,4.996,2019-12-30,gasolina,Belo Horizonte,1072
POSTO PONTEIO LTDA.,"RODOVIA BR 356, 20 KM 04",Santa Lucia,4.997,2019-12-30,gasolina,Belo Horizonte,1072
PETROBEL LTDA,"AVENIDA BERNARDO MONTEIRO, 1339",Funcionários,5.058,2019-12-30,gasolina,Belo Horizonte,1072
POSTO LONDRINA LTDA,"RUA JAVARI, 195",Sao Cristovao,4.544,2020-07-01,gasolina,Belo Horizonte,1073
POSTO BAHAMA'S LTDA,"AVENIDA SILVIANO BRANDAO, 796",Floresta,4.548,2020-07-01,gasolina,Belo Horizonte,1073
POSTO GLORIA,"RUA DEPUTADO CLAUDIO PINHEIRO DE LIMA, 957",Nossa Senhora da Gloria,4.549,2020-06-01,gasolina,Belo Horizonte,1073
POSTO DE COMBUSTIVEIS ZEUS LTDA,"RUA PARA DE MINAS, 320",Padre Eustaquio,4.549,2020-07-01,gasolina,Belo Horizonte,1073
POSTO JAVARI EIRELI,"RUA DESCALVADO, 661",Cachoeirinha,4.555,2020-07-01,gasolina,Belo Horizonte,1073
POSTO WAP LTDA,"AVENIDA PEDRO II, 4091",Vila Futuro,4.577,2020-07-01,gasolina,Belo Horizonte,1073
DIALA PETROLEO LTDA,"RUA POUSO ALEGRE, 1075",Floresta,4.579,2020-07-01,gasolina,Belo Horizonte,1073
POSTO SAGRADA FAMILIA EIRELI,"RUA CONSELHEIRO LAFAIETE, 1380",Sagrada Familia,4.597,2020-07-01,gasolina,Belo Horizonte,1073
POSTO RC LTDA,"AVENIDA SANTA TEREZINHA, 620",Itatiaia,4.599,2020-06-01,gasolina,Belo Horizonte,1073
POSTO MARTE LTDA,"RUA JACUI, 1712",Graca,4.599,2020-07-01,gasolina,Belo Horizonte,1073
CENCOSUD BRASIL COMERCIAL LTDA,"RUA PARA DE MINAS, 788 ANEXO: 01;",Padre Eustaquio,4.599,2020-07-01,gasolina,Belo Horizonte,1073
POSTO ITATIAIA LTDA,"AVENIDA PROFESSOR CLOVIS SALGADO, 1865",Itatiaia,4.599,2020-06-01,gasolina,Belo Horizonte,1073
POSTO DOM BOSCO LTDA,"RUA PADRE EUSTÁQUIO, 2556 0",Padre Eustáquio,4.626,2020-07-01,gasolina,Belo Horizonte,1073
POSTO MANACÁS LTDA,"AVENIDA PRESIDENTE TANCREDO NEVES, 1095 0",Castelo,4.627,2020-06-01,gasolina,Belo Horizonte,1073
ORGANIZAÇAO PETROMAR LTDA,"RUA MATO GROSSO, 212",Barro Preto,4.64,2020-07-01,gasolina,Belo Horizonte,1073
POSTO BARRO PRETO LTDA,"RUA GOITACASES, 1376",Barro Preto,4.645,2020-07-01,gasolina,Belo Horizonte,1073
POSTO DE COMBUSTIVEL LUBRIMIL LTDA,"AVENIDA ABILIO MACHADO, 845",Dom Bosco,4.647,2020-06-01,gasolina,Belo Horizonte,1073
POSTO VIA DO MINERIO LTDA,"AVENIDA WALDYR SOEIRO EMRICH, 3441",Santa Helena (barreiro),4.647,2020-06-01,gasolina,Belo Horizonte,1073
POSTO LUPUS ISABEL BUENO LTDA,"RUA IZABEL BUENO, 139",Indaia,4.649,2020-07-01,gasolina,Belo Horizonte,1073
POSTO CAPITAL LTDA,"AVENIDA ABILIO MACHADO, 1772",Alipio de Mello,4.6560000000000015,2020-06-01,gasolina,Belo Horizonte,1073
POSTO SAO SEBASTIAO LTDA - ME,"AVENIDA SILVIANO BRANDAO, 662",Floresta,4.669,2020-07-01,gasolina,Belo Horizonte,1073
POSTO AEROPORTO LTDA,"RUA PROFESSOR MAGALHAES PENIDO, 540",Sao Luiz (pampulha),4.689,2020-07-01,gasolina,Belo Horizonte,1073
ALABASTRO POSTOS E SERVIÇOS LTDA.,"AVENIDA SILVIANO BRANDÃO, 1785",Floresta,4.695,2020-07-01,gasolina,Belo Horizonte,1073
POSTO SERRANO LTDA,"AVENIDA ABILIO MACHADO, 3123",Serrano,4.695,2020-06-01,gasolina,Belo Horizonte,1073
COMERCIAL RACOL LTDA,"AVENIDA BRIGADEIRO EDUARDO GOMES, 1980",Gloria,4.697,2020-06-01,gasolina,Belo Horizonte,1073
POSTO DAMASCO LTDA - ME,"AVENIDA PEDRO II, 1125",Carlos Prates,4.697,2020-07-01,gasolina,Belo Horizonte,1073
POSTO ASTRAL LTDA,"AVENIDA BRIG EDUARDO GOMES, 1025",Gloria,4.697,2020-06-01,gasolina,Belo Horizonte,1073
VIF COMERCIO DE COMBUSTIVEIS LTDA,"AVENIDA SARAMENHA, 1660",Guarani,4.698,2020-07-01,gasolina,Belo Horizonte,1073
POSTO AGUIA COMERCIO DE COMBUSTIVEIS LTDA,"AVENIDA SARAMENHA, 1062",Tupi,4.698,2020-07-01,gasolina,Belo Horizonte,1073
POSTO ALLGAS LTDA,"AVENIDA SARAMENHA, 1500",Tupi,4.698,2020-07-01,gasolina,Belo Horizonte,1073
POSTO DANUBIO LTDA,"RUA JACUI, 2300",Renascenca,4.699,2020-07-01,gasolina,Belo Horizonte,1073
POSTO DO PAPAI LTDA,"RUA FLAVIO DOS SANTOS, 459",Floresta,4.699,2020-07-01,gasolina,Belo Horizonte,1073
ALMADA & CIA LIMITADA,"RUA JACUI, 3880",Ipiranga,4.699,2020-07-01,gasolina,Belo Horizonte,1073
POSTO MIRAGEM LTDA,"AVENIDA AMINTAS JACQUES MORAIS, 2065",Patrocinio,4.699,2020-06-01,gasolina,Belo Horizonte,1073
POSTO DO PAPAI LTDA,"RUA POUSO ALEGRE, 1500",Floresta,4.699,2020-07-01,gasolina,Belo Horizonte,1073
AUTO POSTO VEM K LTDA,"AVENIDA PRESIDENTE TANCREDO NEVES, 3574",Paqueta,4.799,2020-06-01,gasolina,Belo Horizonte,1073
COMERCIAL DIAS VIEIRA LTDA,"RODOVIA CAMILO TEIXEIRA DA COSTA, 555",Tupi B,4.799,2020-07-01,gasolina,Belo Horizonte,1073
POSTO COELHO LTDA,"AVENIDA ANTONIO CARLOS, 3550",Cachoeirinha,4.849,2020-07-01,gasolina,Belo Horizonte,1073
JR COMERCIO E PRESTACAO DE SERVICOS LTDA,"RUA IZABEL BUENO, 20",Universitario,4.897,2020-07-01,gasolina,Belo Horizonte,1073
POSTO SAO PAULO ATLANTIDA LTDA,"AVENIDA HERACLITO MOURAO DE MIRANDA, 1851 0",Serrano,4.959,2020-06-01,gasolina,Belo Horizonte,1073
EVE EMPREENDIMENTOS LTDA,"RUA SENA MADUREIRA, 390",Ouro Preto,4.985,2020-06-01,gasolina,Belo Horizonte,1073
ALMADA & CIA LIMITADA,"RUA JACUI, 4040",Ipiranga,4.599,2020-01-14,gasolina,Belo Horizonte,1074
COMERCIAL DE PETROLEO VILARINHO LTDA,"AVENIDA VILARINHO, 1691",Venda Nova,4.599,2020-01-15,gasolina,Belo Horizonte,1074
POSTO SALAZAR LTDA,"RUA MINISTROOLIVEIRA SALAZAR, 770",Santa Monica,4.619,2020-01-15,gasolina,Belo Horizonte,1074
AUTO POSTO MACPETRO LTDA,"RUA DOUTOR ALVARO CAMARGOS, 2216",Santa Monica,4.633,2020-01-15,gasolina,Belo Horizonte,1074
DELMA - COMERCIO DE COMBUSTIVEIS LTDA,"AVENIDA VILARINHO, 3353",Leticia Distrito de Venda Nova,4.645,2020-01-15,gasolina,Belo Horizonte,1074
POSTO ANTUNES LTDA,"AVENIDA PORTUGAL, 2603",Santa Amelia,4.647,2020-01-15,gasolina,Belo Horizonte,1074
POSTO GABI LTDA,"AVENIDA VILARINHO, 2300",Venda Nova,4.647,2020-01-15,gasolina,Belo Horizonte,1074
POSTO CAMOES LTDA,"AVENIDA PORTUGAL, 4611",Itapoa,4.647,2020-01-15,gasolina,Belo Horizonte,1074
CENTRO AUTOMOTIVO FALCAO LTDA - EPP,"AVENIDA GAL OLIMPIO MOURA FILHO, 835",Planalto,4.647,2020-01-15,gasolina,Belo Horizonte,1074
POSTO CHAVES LTDA - ME,"AVENIDA PORTUGAL, 2061",Santa Amelia,4.647,2020-01-15,gasolina,Belo Horizonte,1074
POSTO CENTER NORTE LTDA,"AVENIDA VILARINHO, 5360",Venda Nova,4.647,2020-01-15,gasolina,Belo Horizonte,1074
POSTO JOCA LTDA,"AV. ANTONIO JOSE DOS SANTOS,609, S/N",Ceu Azul,4.649,2020-01-15,gasolina,Belo Horizonte,1074
AUTO POSTO VALE LTDA,"AVENIDA VILARINHO, 1146",Venda Nova,4.649,2020-01-15,gasolina,Belo Horizonte,1074
POSTO SANTO ONOFRE LTDA,"RUA ERICO VERISSIMO, 1645",Santa Monica,4.649,2020-01-15,gasolina,Belo Horizonte,1074
POSTO TATIANA LTDA,"AVENIDA PEDRO I, 468",Jardim Atlantico,4.649,2020-01-15,gasolina,Belo Horizonte,1074
POSTO BRUNINHA LTDA,"AVENIDA DOM PEDRO I, 1680",Itapoa,4.649,2020-01-15,gasolina,Belo Horizonte,1074
